영화코드,영화제목,장르,상영시간,등급,개봉일,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,감성점수,전체리뷰,정제단어문장,최종키워드
22020200,[하마구치류스케] 해피 아워,드라마,328 분,15세이상관람가,2022.04.08(재개봉),"과정을 풀어주니 결론이 어색하진 않다
드러나는것과 그렇지 않는것의 간극을 얼마나 줄이며살아야 할까","보는 내내 그냥 재미있였다 근데 4시간째부터는 조금 힘들었다.
그렇다고 의미없는 장면은없었다.","스스로 산다는 것과, 의지해 산다는 건, 어디까지 같은 소리고, 어디까지 다른 소릴까?","여성 4인4색의 이야기. 각자 직업, 결혼여부는 다르지만, 각자의 인간관계속에 내재하는 '소통의 부재'를 5시간이 넘는 엽기적인 런닝타임을 통해 보여주었다.감독님! 파이팅 !!!!",나의 무게중심은 찾는다는 것은 타인과의 관계를 통해서만 확인이 가능하다,66.05799999999999,"과정을 풀어주니 결론이 어색하진 않다
드러나는것과 그렇지 않는것의 간극을 얼마나 줄이며살아야 할까 보는 내내 그냥 재미있였다 근데 4시간째부터는 조금 힘들었다.
그렇다고 의미없는 장면은없었다. 스스로 산다는 것과, 의지해 산다는 건, 어디까지 같은 소리고, 어디까지 다른 소릴까? 여성 4인4색의 이야기. 각자 직업, 결혼여부는 다르지만, 각자의 인간관계속에 내재하는 '소통의 부재'를 5시간이 넘는 엽기적인 런닝타임을 통해 보여주었다.감독님! 파이팅 !!!! 나의 무게중심은 찾는다는 것은 타인과의 관계를 통해서만 확인이 가능하다",하다 확인 무게중심 의지 하다 산다 내재 하다 소통 과정 풀다 결혼 여부 다르다 다르다 각자 넘다 이야기,"다르다, 각자, 여부, 확인, 소통"
22020300,니 부모 얼굴이 보고 싶다,드라마,111 분,15세이상관람가,2022.04.27,색다른 영화였습니다~~*,기대 이상이였던 거 같음,오호 쏘쏘한 영화네요,반전의 반전 그리고 반전..,실감나게 간만에 정말 재밋게봣다,65.91799999999999,색다른 영화였습니다~~* 기대 이상이였던 거 같음 오호 쏘쏘한 영화네요 반전의 반전 그리고 반전.. 실감나게 간만에 정말 재밋게봣다,쏘다 쏘다 영화 쏘다 쏘다 영화 반전 반전 실감 나다 실감 나다 간만 영화 반전 반전 쏘다 쏘다 간만 정말 반전,"쏘다, 반전, 간만, 실감, 나다"
22020400,부기나이트,코미디,90 분,15세이상관람가,2022.04.28,너무 잼나요 최고입니다,많은걸 바라지않지만 그래도 아쉬움.,재미있게잘봣어요ㅋㅋ,영화   잘봤습니다...,극장에 올라올 영화가  아니다,37.15,너무 잼나요 최고입니다 많은걸 바라지않지만 그래도 아쉬움. 재미있게잘봣어요ㅋㅋ 영화   잘봤습니다... 극장에 올라올 영화가  아니다,영화 아니다 재다 재다 최고 이다 아니다 재다 올라오다 영화 재미있다 영화 영화 영화 보다,"재다, 영화, 아니다, 올라오다, 최고"
22020500,서울괴담,공포(호러),122 분,15세이상관람가,2022.04.27,"삼류 공포... 혼자서 저녁시간에 봐서 영화관 분위기때문에 무섭지, 영화의 요소가 무서운 부분은 없었음.",볼만 했음 근데 생각보다 안 무서움,Cg가 이상하거 웃겼고 연출이 별로였지만 스토리는 괜찮았음,마블 첫 관람이였는데 너무 재밌게 잘봤어요,아이돌 연기 보는 영화,45.658,"삼류 공포... 혼자서 저녁시간에 봐서 영화관 분위기때문에 무섭지, 영화의 요소가 무서운 부분은 없었음. 볼만 했음 근데 생각보다 안 무서움 Cg가 이상하거 웃겼고 연출이 별로였지만 스토리는 괜찮았음 마블 첫 관람이였는데 너무 재밌게 잘봤어요 아이돌 연기 보는 영화",무섭다 영화 보다 영화관 저녁 시간 보다 영화 요소 보다 영화 영화관 분위기 때문 요소 무섭다 영화 영화관 생각 무서움,"영화관, 요소, 무섭다, 영화, 저녁"
22020600,오마주,드라마,108 분,12세이상관람가,2022.05.26,영화 필름을 들여다보던 주인공의 모습이 생각난다.,지루하지만  배우들  연기는  괜찮아요,연출이 훌륭해요 잘봤습니다,연기 내용 모두 만족,잘봤습니다 감사합니다,54.36,영화 필름을 들여다보던 주인공의 모습이 생각난다. 지루하지만  배우들  연기는  괜찮아요 연출이 훌륭해요 잘봤습니다 연기 내용 모두 만족 잘봤습니다 감사합니다,모습 생각나다 배우 연기 생각나다 지루하다 들여다보다 주인공 주인공 모습 지루하다 배우 내용 모두 연기 연기 괜찮다 보다 감사하다,"생각나다, 모습, 연기, 지루하다, 주인공"
22020700,스프링 블라썸,드라마,77 분,12세이상관람가,2022.05.04,봄바람처럼 지나가기를,"아직은 많이 어설프지만, 무르익을 실력을 기대해본다.",일상에서의 권태와 다른 세대에 대한 동경이 교차하는 순간을 아슬아슬하지만 선 넘지 않고 그려낸다.,"좋은 장면들이 있었지만, 편집이 좀 많이 아쉬웠네요!","권태기의 학생과 배우의 돌발 인연과 파란만장한 사랑을 순수 모드로 잘 포착해낸듯. 후반부 생략된 부분이 많아 진행상 좀 튀는듯, 지루한 부분도 약간의 아쉬움. 그래도 빛나는 청춘!",63.484,"봄바람처럼 지나가기를 아직은 많이 어설프지만, 무르익을 실력을 기대해본다. 일상에서의 권태와 다른 세대에 대한 동경이 교차하는 순간을 아슬아슬하지만 선 넘지 않고 그려낸다. 좋은 장면들이 있었지만, 편집이 좀 많이 아쉬웠네요! 권태기의 학생과 배우의 돌발 인연과 파란만장한 사랑을 순수 모드로 잘 포착해낸듯. 후반부 생략된 부분이 많아 진행상 좀 튀는듯, 지루한 부분도 약간의 아쉬움. 그래도 빛나는 청춘!",기대 해보다 일상 인연 파란만장하다 학생 배우 일상 순간 아슬아슬하다 어설프다 무르익 아슬아슬하다 넘다 권태기 학생 돌발 인연 실력 기대 해보다,"아슬아슬하다, 인연, 학생, 해보다, 일상"
22020900,행복을 전하는 편지,드라마,102 분,전체관람가,2022.04.13,무난하게 따뜻하ㄴ 이야기,가끔씩 만나게 되는 가슴 따뜻해지는 이야기..,따뜻한 감동이었어요,규모는 작지만 이런 영화도 더 많은 관을 배정받길,할아버지와 손자의 크리스마스 이야기 감동이었어요,64.524,무난하게 따뜻하ㄴ 이야기 가끔씩 만나게 되는 가슴 따뜻해지는 이야기.. 따뜻한 감동이었어요 규모는 작지만 이런 영화도 더 많은 관을 배정받길 할아버지와 손자의 크리스마스 이야기 감동이었어요,무난 하다 따뜻하다 규모 가끔 만나다 무난 하다 만나다 되다 할아버지 손자 손자 크리스마스 만나다 배정 받다 할아버지 이렇다,"만나다, 손자, 할아버지, 무난, 크리스마스"
22021100,김재화 배우전 - 단편모음,기타,103 분,15세이상관람가,2022.04.14,배우가 차곡차곡 쌓아가는 연기를 보는 재미,마치 영화제의 단편경선을 보는 듯한 기분. 불모지 이혼합시다  중성화 다운.. 모두 의미심장한 내용들. 불모지는 주제도 또 여성간의 이해와 협력하는 모습으로도 인상이 강렬했습니다.,"재화 배우님의 매력에 더욱 빠질 수 있었던 기회.
첫 작품부터 마지막 작품까지 아쉽지 않은 작품이 없었다.",김재화 배우는 위대합니다,"좋은 시선 2개, 그닥의 시선 2개.",75.268,"배우가 차곡차곡 쌓아가는 연기를 보는 재미 마치 영화제의 단편경선을 보는 듯한 기분. 불모지 이혼합시다  중성화 다운.. 모두 의미심장한 내용들. 불모지는 주제도 또 여성간의 이해와 협력하는 모습으로도 인상이 강렬했습니다. 재화 배우님의 매력에 더욱 빠질 수 있었던 기회.
첫 작품부터 마지막 작품까지 아쉽지 않은 작품이 없었다. 김재화 배우는 위대합니다 좋은 시선 2개, 그닥의 시선 2개.",마치 영화제 여성 이해 모두 의미 심장 주제 여성 의미 심장 내용 영화제 단편 경선 배우 매력 여성 의미 심장 재화 배우,"심장, 여성, 의미, 영화제, 재화"
22021200,"파리, 13구","드라마, 로맨스",105 분,청소년관람불가,2022.05.12,청춘은 결국 서로를 선택하기 위한 과정을 겪는 시기가 아닐까,통속적이고 지극히 현실적인 이야기를 흑백 필름과 감각적인 촬영 그리고 OST를 활용하여 몽환적이고 환상적으로 연출해냈다.,영상미 빼고는 그냥 진부했어요,현실적인데 선정적인 장면은 불편함,어떻게 보면 일상적인,44.622,청춘은 결국 서로를 선택하기 위한 과정을 겪는 시기가 아닐까 통속적이고 지극히 현실적인 이야기를 흑백 필름과 감각적인 촬영 그리고 OST를 활용하여 몽환적이고 환상적으로 연출해냈다. 영상미 빼고는 그냥 진부했어요 현실적인데 선정적인 장면은 불편함 어떻게 보면 일상적인,몽환 환상 활용 하다 몽환 통속 감각 촬영 몽환 활용 하다 현실 현실 선정 필름 감각 선정 장면,"몽환, 감각, 선정, 활용, 현실"
22021300,어부바,가족영화,107 분,전체관람가,2022.05.11,잔잔한 감동을 주는 영화 또다시 보고 싶은 영화예요,넘 아쉬워요 배우나 연기나 스토리나,스토리도 식상하지만 그냥 킬링타임용으로,성장영화이면서 코믹;;??,재미있는 영화 입니다,50.566,잔잔한 감동을 주는 영화 또다시 보고 싶은 영화예요 넘 아쉬워요 배우나 연기나 스토리나 스토리도 식상하지만 그냥 킬링타임용으로 성장영화이면서 코믹;;?? 재미있는 영화 입니다,영화 이다 연기 스토리 주다 영화 배우 연기 식상하다 식상하다 그냥 연기 감동 주다 장영 이면 스토리 식상하다,"식상하다, 주다, 연기, 장영, 스토리"
22021400,"아치의 노래, 정태춘",다큐멘터리,113 분,전체관람가,2022.05.18,음악이 있어 더 좋은 영화이다. 대학 다닐 때 정태춘씨 노래를 즐겨 부르던 것이 생각난다. 콘서트로 포고싶다.,이 다큐를 만들어주셔서 고맙습니다~!!!,"비가 갑자기 퍼붓던날. 
마지막 상영이라 앞에 한시간을 놓쳤음에도 좋았던.",콘서트장에 온 듯 감동적인 노래와 추억들이 스쳐 지나갔다 꼭 콘서트를 보러 가야겠다,잘보았습니다 감사합니다,49.49,"음악이 있어 더 좋은 영화이다. 대학 다닐 때 정태춘씨 노래를 즐겨 부르던 것이 생각난다. 콘서트로 포고싶다. 이 다큐를 만들어주셔서 고맙습니다~!!! 비가 갑자기 퍼붓던날. 
마지막 상영이라 앞에 한시간을 놓쳤음에도 좋았던. 콘서트장에 온 듯 감동적인 노래와 추억들이 스쳐 지나갔다 꼭 콘서트를 보러 가야겠다 잘보았습니다 감사합니다",노래 추억 다니다 정태춘 감동 노래 만들다 고맙다 추억 스치다 다큐 만들다 만들다 생각나다 콘서트 좋다 영화 영화 대학,"만들다, 추억, 노래, 정태춘, 콘서트"
22021500,크로스 더 라인,스릴러,96 분,청소년관람불가,2022.05.12,겨우 하루 밤 사이의 일이라니,veryverygood,"카메라와 음악 사용이 긴장감을 더하네요. 특히 주인공의 뒤통수를 쫓아가는 첫장면과 클로즈업 끝장면의 대비, 처음과 끝 모두에서 생사 결정이 주인공에게 맡겨진 점 등 흥미롭네요.",첫발을 잘못 내딛은 결과...까마귀 있는 곳에 백로가 가면 결국 파멸로~,개연성이다소 부족하다는느낌이네요,51.008,"겨우 하루 밤 사이의 일이라니 veryverygood 카메라와 음악 사용이 긴장감을 더하네요. 특히 주인공의 뒤통수를 쫓아가는 첫장면과 클로즈업 끝장면의 대비, 처음과 끝 모두에서 생사 결정이 주인공에게 맡겨진 점 등 흥미롭네요. 첫발을 잘못 내딛은 결과...까마귀 있는 곳에 백로가 가면 결국 파멸로~ 개연성이다소 부족하다는느낌이네요",주인공 주인공 주인공 뒤통수 처음 모두 모두 생사 파멸 개연 다소 생사 결정 사용 긴장감 개연 다소 개연 다소 부족하다 느낌,"개연, 다소, 생사, 주인공, 모두"
22021600,브로커,드라마,129 분,12세이상관람가,2022.06.08,강동원 송강호 아이유 조합맛집,너무재밌어요 감사합니다,잘생긴 강동원님 보고 왔네요,전하려는 메시지는 좋으나 너무 루즈해요,뭔 내용인지 잘 모르겠어요… 좀 기대 했는데,57.78399999999999,강동원 송강호 아이유 조합맛집 너무재밌어요 감사합니다 잘생긴 강동원님 보고 왔네요 전하려는 메시지는 좋으나 너무 루즈해요 뭔 내용인지 잘 모르겠어요… 좀 기대 했는데,잘생기다 강동원 하다 메시지 강동원 보고 감사하다 잘생기다 강동원 메시지 오다 하다 재밌다 감사하다 메시지 좋다 하다,"강동원, 메시지, 잘생기다, 감사하다, 하다"
22021800,[백상] 기적,드라마,117 분,12세이상관람가,2022.04.20,기대보다 더 좋았습니다. 배우들도 스토리도 마음에 잔잔하게 여운을 남겼줬어요,나의 꿈을 응원해주는 따뜻하고 소중한 영화,감동과 재미가 함께하는 영화였어요,공감100 만족1000 스토리와 배우분들의 감성이 오롯이 느껴지는 힐링 영화였어요 ㅠㅠ 좋은작품 볼 수 있어 너무 좋았습니다. 앞으로도 쭈욱~부탁드려요~행복한 하루하루 되시길😉♡,간절함은 이루어진다,55.066,기대보다 더 좋았습니다. 배우들도 스토리도 마음에 잔잔하게 여운을 남겼줬어요 나의 꿈을 응원해주는 따뜻하고 소중한 영화 감동과 재미가 함께하는 영화였어요 공감100 만족1000 스토리와 배우분들의 감성이 오롯이 느껴지는 힐링 영화였어요 ㅠㅠ 좋은작품 볼 수 있어 너무 좋았습니다. 앞으로도 쭈욱~부탁드려요~행복한 하루하루 되시길😉♡ 간절함은 이루어진다,배우 감성 영화 감동 소중하다 영화 스토리 배우 간절하다 이루어지다 부탁드리다 행복하다 감동 재미 만족 스토리 잔잔하다 여운 따뜻하다 소중하다,"소중하다, 감동, 스토리, 이루어지다, 배우"
22021900,[백상] 모가디슈,"드라마, 액션",121 분,15세이상관람가,2022.04.20,이념은 다를지언정 죽고사는 문제 앞에선 모두 동일한 인간이다,배우들의 연기합이 너무 잘 어우러져서 모가디슈의 스토리가 잘 전달되었습니다!,최고.... 영화관에서 보니까 더 좋아요,또봐도 눈물났다 ㅠㅠ 슬퍼,N차 관람이어도 배우분들의 훌륭한 연기와 연출로 집중해서 볼 수 있는 좋은영화 였습니다.,64.52000000000001,이념은 다를지언정 죽고사는 문제 앞에선 모두 동일한 인간이다 배우들의 연기합이 너무 잘 어우러져서 모가디슈의 스토리가 잘 전달되었습니다! 최고.... 영화관에서 보니까 더 좋아요 또봐도 눈물났다 ㅠㅠ 슬퍼 N차 관람이어도 배우분들의 훌륭한 연기와 연출로 집중해서 볼 수 있는 좋은영화 였습니다.,최고 영화관 영화관 영화관 어우러지다 모가디슈 훌륭하다 연기 배우 기합 배우 훌륭하다 관람 이어도 배우 연기 연출 연출 집중 하다,"영화관, 훌륭하다, 배우, 연출, 이어도"
22022000,[백상] 미싱타는 여자들,다큐멘터리,108 분,전체관람가,2022.04.20,개봉 당시에는 보지 못해서 늦게나마 보게됐는데 보지 못했으면 후회 할 뻔 했습니다..,내 현재는 딩신들이 희생한 미래 누릴게요 당당하게 당신들의 노고가 헛대지 않기를 그리고 나도 그럴게요 열심히 살아 남길게요,눈물이ㅜㅜ 같은여자로서 당당하고 멋진모습 넘 보기 좋았어요,시대상에 따른 여자들을 알아가는 시간..우리 엄마 그리고 할머니때의 이야기,고단한 시간은 보석이 되어서,59.122,개봉 당시에는 보지 못해서 늦게나마 보게됐는데 보지 못했으면 후회 할 뻔 했습니다.. 내 현재는 딩신들이 희생한 미래 누릴게요 당당하게 당신들의 노고가 헛대지 않기를 그리고 나도 그럴게요 열심히 살아 남길게요 눈물이ㅜㅜ 같은여자로서 당당하고 멋진모습 넘 보기 좋았어요 시대상에 따른 여자들을 알아가는 시간..우리 엄마 그리고 할머니때의 이야기 고단한 시간은 보석이 되어서,딩신들 희생 당당하다 당신 당신 노고 희생 미래 당신 현재 딩신들 시간 보석 당시 보지 희생 고단 시간,"당신, 희생, 딩신들, 시간, 보석"
22022100,[백상] 연애 빠진 로맨스,"로맨스, 코미디",95 분,15세이상관람가,2022.04.20,그냥 배우봐서 좋앗어요,현실 로맨스를 약간 앞선 듯한 재미있는 영화~ 나한테도...?,소재가 신선하고 공감가는 이야기,배우들 연기 넘 좋고 재밌어욤ㅋㅋ,배우님들의 현실적인 연기 아주 잘봤습니다,72.362,그냥 배우봐서 좋앗어요 현실 로맨스를 약간 앞선 듯한 재미있는 영화~ 나한테도...? 소재가 신선하고 공감가는 이야기 배우들 연기 넘 좋고 재밌어욤ㅋㅋ 배우님들의 현실적인 연기 아주 잘봤습니다,배우 들다 현실 신선하다 공감 가다 재밌다 배우 들다 영화 배우 연기 배우 들다 소재 소재 신선하다 현실 연기 신선하다,"신선하다, 들다, 배우, 소재, 현실"
22022200,[백상] 킹메이커,드라마,123 분,15세이상관람가,2022.04.20,너무나도 잘 만든 영화!! 스토리도 미술도 연기도 연출도 다들 많이 봤으면 하는 영화입니다.,실존인물을 바탕으로 한거라서 그런지 몰입도가 높아져서 잼있게 봤습니다,재밌게 잘 봤습니다. 이선균배우 연기👍,두 배우의 연기가 최고였습니다,연기 맛집입니다👍🏻👍🏻,54.25,너무나도 잘 만든 영화!! 스토리도 미술도 연기도 연출도 다들 많이 봤으면 하는 영화입니다. 실존인물을 바탕으로 한거라서 그런지 몰입도가 높아져서 잼있게 봤습니다 재밌게 잘 봤습니다. 이선균배우 연기👍 두 배우의 연기가 최고였습니다 연기 맛집입니다👍🏻👍🏻,배우 연기 연기 배우 영화 이다 실존 인물 만들다 영화 영화 이다 하다 영화 이다 연기 연출 미술 연기 이선균 배우 연기 영화 스토리,"연기, 배우, 이다, 영화, 실존"
22022300,우연과 상상,드라마,121 분,15세이상관람가,2022.05.04,"연출, 스토리, 영상미, 배우, OST 모두 감동적입니다.",하마구치 류스케가 보여주는 우연과 상싱속 모든 것,하마구치 류스케 감독이 현재 일본 1타임을 다시 한 번 깨닫게 한다. 오래도록 기억에 남는 영화! 작은 작품이지만 반드시 영화관에서 봐야 한다.,우연이라는 작용. 상상이라는 대응. 하마구치 류스케를 세계가 주목해야 하는 이유.,뻘하게 웃기네 요놈,42.70399999999999,"연출, 스토리, 영상미, 배우, OST 모두 감동적입니다. 하마구치 류스케가 보여주는 우연과 상싱속 모든 것 하마구치 류스케 감독이 현재 일본 1타임을 다시 한 번 깨닫게 한다. 오래도록 기억에 남는 영화! 작은 작품이지만 반드시 영화관에서 봐야 한다. 우연이라는 작용. 상상이라는 대응. 하마구치 류스케를 세계가 주목해야 하는 이유. 뻘하게 웃기네 요놈",반드시 영화관 보여주다 우연 영화관 보다 감동 이다 하마 구치 영화관 우연 상싱속 모든 하마 구치 작품 반드시 대응 하마 구치 우연 작용,"하마, 구치, 우연, 반드시, 영화관"
22022400,파리의 피아니스트: 후지코 헤밍의 시간들,다큐멘터리,115 분,전체관람가,2022.04.27,너무나 아름다운 피아노선율 힐링되는 영화~,음악만으로도 충분히 귀 호강했습니다,좋은 연주가 주는 감동,잘몰랐던 피아니스트에게 매료된,아름다운 연주 위로 흐르는 인생찬가,69.80199999999999,너무나 아름다운 피아노선율 힐링되는 영화~ 음악만으로도 충분히 귀 호강했습니다 좋은 연주가 주는 감동 잘몰랐던 피아니스트에게 매료된 아름다운 연주 위로 흐르는 인생찬가,아름답다 피아노 선율 흐르다 인생 찬가 음악 충분하다 연주가 주다 아름답다 영화 음악 아름답다 연주 인생 찬가 주다 감동 좋다 연주가,"찬가, 연주가, 아름답다, 주다, 인생"
22022500,플레이그라운드,드라마,72 분,12세이상관람가,2022.05.25,아이들의 시선을 마주한,"마지막 동생이 오빠를 꼭 안아주는 장면,우리가 그렇게 해야 돼.
같이 느끼고 같이 다독이고 같이 용기주는 것","가장 안전해야 할 곳에서 상처받는 아이들,
어른들은ㅈ어디있는가",아역 배우들의 연기가 인상 깊었습니다,아이들의 감정선이 막 느껴져요..,52.176,"아이들의 시선을 마주한 마지막 동생이 오빠를 꼭 안아주는 장면,우리가 그렇게 해야 돼.
같이 느끼고 같이 다독이고 같이 용기주는 것 가장 안전해야 할 곳에서 상처받는 아이들,
어른들은ㅈ어디있는가 아역 배우들의 연기가 인상 깊었습니다 아이들의 감정선이 막 느껴져요..",아이 정선 아이 시선 배우 연기 마지막 동생 아역 배우 안다 장면 연기 인상 마주 마지막 깊다 아이 시선 마주,"마주, 아이, 시선, 마지막, 아역"
22022700,봉명주공,다큐멘터리,83 분,전체관람가,2022.05.19,누군가의 추억이 시작되겠지!,"나무, 길, 거울, 그 곳에 살았던 이들, 세상에는 어느 것 하나 허툰 것이 없다.","재개발로인해 떠나고 싶지않지만 떠나야하고
고쳐서 사용하면 좋을텐데 
굳이 없는 사람들을 또 밀어내야하는지..",다큐멘터리 식 무난한 영화,다큐영화 좋았습니다,32.73,"누군가의 추억이 시작되겠지! 나무, 길, 거울, 그 곳에 살았던 이들, 세상에는 어느 것 하나 허툰 것이 없다. 재개발로인해 떠나고 싶지않지만 떠나야하고
고쳐서 사용하면 좋을텐데 
굳이 없는 사람들을 또 밀어내야하는지.. 다큐멘터리 식 무난한 영화 다큐영화 좋았습니다",무난 영화 누군가 추억 영화 다큐 영화 다큐멘터리 무난 사용 하다 좋다 고치다 사용 하다 사용 하다 다큐 영화 좋다 누군가 무난,"사용, 무난, 누군가, 다큐, 영화"
22022900,헤어질 결심,"드라마, 로맨스, 미스터리",138 분,15세이상관람가,2022.06.29,내가 그렇게 나쁩니까 명대사,박찬욱의 마스터피스.,그냥 최곤데? 윤리적으로 옳지 않지만 초월하는 그 무엇이 있다,내가 이걸 왜 이제서야 봤을까,인생영화 진짜 맞다,56.174,내가 그렇게 나쁩니까 명대사 박찬욱의 마스터피스. 그냥 최곤데? 윤리적으로 옳지 않지만 초월하는 그 무엇이 있다 내가 이걸 왜 이제서야 봤을까 인생영화 진짜 맞다,명대사 박찬욱 박찬욱 마스터피스 인생 영화 진짜 나쁘다 명대사 보다 인생 영화 명대사 마스터피스 그냥 인생 영화 마스터피스 윤리 옳다,"명대사, 마스터피스, 박찬욱, 인생, 윤리"
22023000,한산: 용의 출현,"드라마, 액션",129 분,12세이상관람가,2022.07.27,배우들  연기며  스토리등  잼나게  보았어요,전작보단 살짝 아쉬워요,너무 잘봤습니다! 감사합니다.,씨지가 꽤 정돈된듯 한 느낌.,너무너무 재미있고 가슴뭉클하게봤습니다. 이순신장군의나라를위한충정은 다시한번 생각하게되었습니다,59.632000000000005,배우들  연기며  스토리등  잼나게  보았어요 전작보단 살짝 아쉬워요 너무 잘봤습니다! 감사합니다. 씨지가 꽤 정돈된듯 한 느낌. 너무너무 재미있고 가슴뭉클하게봤습니다. 이순신장군의나라를위한충정은 다시한번 생각하게되었습니다,보다 감사하다 감사하다 가다 재미있다 느낌 감사하다 보다 아쉽다 스토리 재다 다시 한번 생각 하다 되어다,"감사하다, 한번, 되어다, 느낌, 재다"
22023300,매스,드라마,111 분,12세이상관람가,2022.05.18,용서와 화해에 대한 고민,더 무슨 말을 할 수 있을까,가해자와 피해자 부모를 중재자도 없이 만나게 한다는 거 자체부터 말이 안되는 거 같고 끝없는 말꼬리 잡기에 질려서 배우의 연기에 눈 돌릴 틈도 없이 지루해서 끝까지 볼 수도 없었다,부모라는 이름의 무게,배우들이 너무 열연하여 실제인거 같았다. 감독의 메시지가 강렬했다..,46.546,용서와 화해에 대한 고민 더 무슨 말을 할 수 있을까 가해자와 피해자 부모를 중재자도 없이 만나게 한다는 거 자체부터 말이 안되는 거 같고 끝없는 말꼬리 잡기에 질려서 배우의 연기에 눈 돌릴 틈도 없이 지루해서 끝까지 볼 수도 없었다 부모라는 이름의 무게 배우들이 너무 열연하여 실제인거 같았다. 감독의 메시지가 강렬했다..,감독 메시지 용서 화해 용서 질리다 배우 이름 무게 열연 하다 실제 가해자 피해자 배우 연기 무게 배우 부모 이름,"이름, 용서, 무게, 배우, 질리다"
22023400,극장판 프리파라 모두 모여라! 프리즘☆투어즈,애니메이션,88 분,전체관람가,2016.10.13,또해줘또해줘또해줘다시해줘,"프리리즈 오타쿠라면 울면서 볼듯합니다,, 프리파라보단 프리즘스톤 비율이 더 많음",진짜 최고 전설 진짜 감사합니다 한번만 더 보고싶어요 너무 아름다워서 중반부터는 그냥 오열했습니다 프리티시리즈는 영원해 아 진짜 사랑합니다 감사합니다,그때 그 어렸던 시절을 떠올리게 해주는 영화,라라 보는 것만으로도 좋았어요,59.84,"또해줘또해줘또해줘다시해줘 프리리즈 오타쿠라면 울면서 볼듯합니다,, 프리파라보단 프리즘스톤 비율이 더 많음 진짜 최고 전설 진짜 감사합니다 한번만 더 보고싶어요 너무 아름다워서 중반부터는 그냥 오열했습니다 프리티시리즈는 영원해 아 진짜 사랑합니다 감사합니다 그때 그 어렸던 시절을 떠올리게 해주는 영화 라라 보는 것만으로도 좋았어요",사랑 하다 감사하다 아름답다 중반 해주다 영화 프리 시리즈 영원하다 감사하다 한번 진짜 사랑 하다 프리즘 스톤 비율 사랑 하다 중반 그냥 진짜 감사하다,"감사하다, 중반, 사랑, 진짜, 프리즘"
22023500,아파치 정션 : 무법자의 지대,"서부극(웨스턴), 액션",80 분,15세이상관람가,2022.04.27,영화 잘봤습니다 ^^,스토리라인은 괜찮은 거 같은데 어설프네요,오랜만에 극장에서 보는 서부극,무법자이야기인데 홈비디오 수준...,서부극의 향수에 출석,35.242000000000004,영화 잘봤습니다 ^^ 스토리라인은 괜찮은 거 같은데 어설프네요 오랜만에 극장에서 보는 서부극 무법자이야기인데 홈비디오 수준... 서부극의 향수에 출석,극장 수준 서부 어설프다 극장 보다 서부 향수 서부 극장 보다 서부 스토리 라인 괜찮다 보다 스토리 라인,"서부, 극장, 라인, 보다, 스토리"
22023600,녹색광선,드라마,98 분,15세이상관람가,2022.05.01,풍경의 깊이로 고요히 일렁이는 마음의 풍경,녹색은 나의 색 나의 진심,"델핀을 보고있으면 짜증이 솟구치는데, 또 그게 한때 내 상태 같기도해서 이해됐다가 안쓰럽다가 애처롭고...",영화가 우연의 예술임을 실천한다.,녹색광선은 우리의 확신을 우연에 맡겨보는 것,44.61,"풍경의 깊이로 고요히 일렁이는 마음의 풍경 녹색은 나의 색 나의 진심 델핀을 보고있으면 짜증이 솟구치는데, 또 그게 한때 내 상태 같기도해서 이해됐다가 안쓰럽다가 애처롭고... 영화가 우연의 예술임을 실천한다. 녹색광선은 우리의 확신을 우연에 맡겨보는 것",녹색 광선 우리 실천 하다 녹색 광선 영화 우연 우리 확신 애처 영화 마음 풍경 녹색 광선 마음 안쓰럽다 애처 녹색,"녹색, 광선, 애처, 마음, 우리"
22023700,해변의 폴린,드라마,94 분,15세이상관람가,2022.05.01,"아이의 눈으로 본 어른들의 헛짓거리에 실소를 금할 수 없었다
재밌는거..ㅎㅎ",지금까지 본 에릭 로메르 영화 중 제일 재밌어요,"애들이든
어른이든 유치해지는 사랑",사랑 찾기는 역시 어려워!,가장 솔직한 건 폴린 한명뿐.,81.51,"아이의 눈으로 본 어른들의 헛짓거리에 실소를 금할 수 없었다
재밌는거..ㅎㅎ 지금까지 본 에릭 로메르 영화 중 제일 재밌어요 애들이든
어른이든 유치해지는 사랑 사랑 찾기는 역시 어려워! 가장 솔직한 건 폴린 한명뿐.",어른 유치하다 솔직하다 폴린 유치하다 사랑 가장 솔직하다 영화 제일 메르 영화 유치하다 솔직하다 어른 아이,"솔직하다, 유치하다, 어른, 제일, 폴린"
